"id_penjualan","id_invoice","tanggal","id_customer","id_barang","jumlah_barang","harga","nama_customer","id_cabang_sales","cabang_sales","grup","produk","kemasan","nama_tipe","kode_lini","lini","total_sales"
IN6271-BRG0005,IN6271,2022-04-03,CUST55604,BRG0005,21.8916083916084,5648.30,KLINIK DR. ANDRI,CAB08,Lampung,Klinik,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,TABLET,Produk jadi,203,SLCYL,123650.37
IN6325-BRG0002,IN6325,2022-01-28,CUST55521,BRG0002,9.0,2337.50,APOTEK SAHABAT,CAB07,Padang,Apotek,ALERGINE TABLET SALUT,DUS,Produk jadi,203,ETIKAL,21037.50
IN6057-BRG0003,IN6057,2022-05-17,CUST55648,BRG0003,10.0,5780.70,APOTEK SAHABAT,CAB07,Padang,Apotek,AMPICILLIN,BOTOL,Produk jadi,210,MARCKS,57807.00
IN6130-BRG0009,IN6130,2022-01-31,CUST55518,BRG0009,5.0,5780.70,APOTEK MERDEKA,CAB04,Bandung,Apotek,AMBROXOL HC,BOTOL,Produk jadi,207,VNS,28903.50
IN6178-BRG0006,IN6178,2022-05-02,CUST55695,BRG0006,18.3671328671329,2819.20,APOTEK TAPAK,CAB01,Aceh,Apotek,KETOCONAZOLE TABLET 200 MG,TABLET,Produk jadi,205,OGB & PH,51780.62
IN6015-BRG0003,IN6015,2022-01-31,CUST55482,BRG0003,5.0,10690.60,APOTEK SINAR JAYA,CAB06,Bekasi,Apotek,AMPICILLIN,BOTOL,Produk jadi,210,MARCKS,53453.00
IN6107-BRG0002,IN6107,2022-01-30,CUST55511,BRG0002,24.2412587412587,2337.50,KLINIK SAHABAT,CAB05,Tangerang,Klinik,ALERGINE TABLET SALUT,DUS,Produk jadi,203,ETIKAL,56663.94
IN6101-BRG0004,IN6101,2022-04-30,CUST55723,BRG0004,20.0,8700.70,APOTEK SAHABAT,CAB07,Padang,Apotek,TRAMADOL KAPSUL 50 MG,KAPSUL,Produk jadi,201,VNS,174014.00
IN6089-BRG0007,IN6089,2022-01-25,CUST55386,BRG0007,9.0,4592.10,APOTEK SAHABAT,CAB07,Padang,Apotek,ERGOTAMINE COFFEINE,BOTOL,Produk jadi,206,ETIKAL,41328.90
IN6312-BRG0006,IN6312,2022-05-02,CUST55725,BRG0006,34.0,2819.20,APOTEK TAPAK,CAB01,Aceh,Apotek,KETOCONAZOLE TABLET 200 MG,TABLET,Produk jadi,205,OGB & PH,95852.80
IN6237-BRG0004,IN6237,2022-04-18,CUST55619,BRG0004,10.0,6940.30,KLINIK DR. ANDRI,CAB08,Lampung,Klinik,TRAMADOL KAPSUL 50 MG,KAPSUL,Produk jadi,201,VNS,69403.00
IN6189-BRG0005,IN6189,2022-03-04,CUST55574,BRG0005,1.0,5648.30,KLINIK DR. ANDRI,CAB08,Lampung,Klinik,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,TABLET,Produk jadi,203,SLCYL,5648.30
IN6027-BRG0003,IN6027,2022-04-11,CUST55612,BRG0003,10.0,10690.60,APOTEK TAPAK,CAB01,Aceh,Apotek,AMPICILLIN,BOTOL,Produk jadi,210,MARCKS,106906.00
IN6234-BRG0003,IN6234,2022-02-10,CUST55552,BRG0003,67.0,10690.60,APOTEK TAPAK,CAB01,Aceh,Apotek,AMPICILLIN,BOTOL,Produk jadi,210,MARCKS,716270.20
IN6188-BRG0005,IN6188,2022-01-27,CUST55454,BRG0005,10.0,5648.30,KLINIK DR. ANDRI,CAB08,Lampung,Klinik,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,TABLET,Produk jadi,203,SLCYL,56483.00
IN6238-BRG0001,IN6238,2022-01-27,CUST55460,BRG0001,9.0,1169.91,APOTEK SINAR JAYA,CAB06,Bekasi,Apotek,ACYCLOVIR DUS,DUS,Produk jadi,206,OGB & PH,10529.19
IN6024-BRG0005,IN6024,2022-01-27,CUST55394,BRG0005,12.493006993007,5648.30,KLINIK DR. ANDRI,CAB08,Lampung,Klinik,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,TABLET,Produk jadi,203,SLCYL,70564.25
IN6303-BRG0010,IN6303,2022-01-28,CUST55539,BRG0010,95.0,6940.30,KLINIK GM,CAB03,Jakarta,Klinik,PARACETAMOL,BOTOL,Produk jadi,208,SLCYL,659328.50
IN6190-BRG0001,IN6190,2022-01-23,CUST55390,BRG0001,2.0,1169.91,APOTEK MERDEKA,CAB04,Bandung,Apotek,ACYCLOVIR DUS,DUS,Produk jadi,206,OGB & PH,2339.82
IN6300-BRG0008,IN6300,2022-02-01,CUST55507,BRG0008,21.8916083916084,3991.90,APOTEK TAPAK,CAB01,Aceh,Apotek,TETRACYCLINE KAPSUL 250 MG,KAPSUL,Produk jadi,204,MARCKS,87389.11
IN6013-BRG0002,IN6013,2022-01-28,CUST55407,BRG0002,25.0,3991.90,APOTEK SINAR JAYA,CAB06,Bekasi,Apotek,ALERGINE TABLET SALUT,DUS,Produk jadi,203,ETIKAL,99797.50
IN6134-BRG0002,IN6134,2022-02-01,CUST55441,BRG0002,12.0,2337.50,APOTEK MAJA,CAB02,Kuningan,Apotek,ALERGINE TABLET SALUT,DUS,Produk jadi,203,ETIKAL,28050.00
IN6173-BRG0001,IN6173,2022-01-27,CUST55406,BRG0001,12.493006993007,4592.10,KLINIK SAHABAT,CAB05,Tangerang,Klinik,ACYCLOVIR DUS,DUS,Produk jadi,206,OGB & PH,57369.14
IN6198-BRG0001,IN6198,2022-06-04,CUST55680,BRG0001,4.0,1169.91,APOTEK TAPAK,CAB01,Aceh,Apotek,ACYCLOVIR DUS,DUS,Produk jadi,206,OGB & PH,4679.64
IN6321-BRG0001,IN6321,2022-01-31,CUST55410,BRG0001,21.8916083916084,1169.91,APOTEK TAPAK,CAB01,Aceh,Apotek,ACYCLOVIR DUS,DUS,Produk jadi,206,OGB & PH,25611.21
IN6055-BRG0004,IN6055,2022-03-13,CUST55583,BRG0004,4.0,8700.70,APOTEK MAJA,CAB02,Kuningan,Apotek,TRAMADOL KAPSUL 50 MG,KAPSUL,Produk jadi,201,VNS,34802.80
IN6120-BRG0006,IN6120,2022-02-01,CUST55465,BRG0006,13.6678321678322,2819.20,APOTEK MERDEKA,CAB04,Bandung,Apotek,KETOCONAZOLE TABLET 200 MG,TABLET,Produk jadi,205,OGB & PH,38532.35
IN6004-BRG0010,IN6004,2022-05-01,CUST55729,BRG0010,5.0,6940.30,KLINIK SAHABAT,CAB05,Tangerang,Klinik,PARACETAMOL,BOTOL,Produk jadi,208,SLCYL,34701.50
IN6030-BRG0004,IN6030,2022-05-01,CUST55709,BRG0004,10.0,6940.30,KLINIK DR. ANDRI,CAB08,Lampung,Klinik,TRAMADOL KAPSUL 50 MG,KAPSUL,Produk jadi,201,VNS,69403.00
IN6251-BRG0008,IN6251,2022-01-23,CUST55387,BRG0008,1.0,3991.90,APOTEK TAPAK,CAB01,Aceh,Apotek,TETRACYCLINE KAPSUL 250 MG,KAPSUL,Produk jadi,204,MARCKS,3991.90
IN6062-BRG0001,IN6062,2022-01-27,CUST55490,BRG0001,11.9055944055944,1169.91,APOTEK SINAR JAYA,CAB06,Bekasi,Apotek,ACYCLOVIR DUS,DUS,Produk jadi,206,OGB & PH,13928.47
IN6281-BRG0006,IN6281,2022-01-30,CUST55415,BRG0006,10.0,2819.20,APOTEK SINAR JAYA,CAB06,Bekasi,Apotek,KETOCONAZOLE TABLET 200 MG,TABLET,Produk jadi,205,OGB & PH,28192.00
IN5993-BRG0002,IN5993,2022-05-26,CUST55671,BRG0002,1.0,2337.50,APOTEK SAHABAT,CAB07,Padang,Apotek,ALERGINE TABLET SALUT,DUS,Produk jadi,203,ETIKAL,2337.50
IN6093-BRG0005,IN6093,2022-05-29,CUST55674,BRG0005,13.0,5648.30,KLINIK GM,CAB03,Jakarta,Klinik,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,TABLET,Produk jadi,203,SLCYL,73427.90
IN6285-BRG0001,IN6285,2022-05-15,CUST55646,BRG0001,130.0,4592.10,KLINIK SAHABAT,CAB05,Tangerang,Klinik,ACYCLOVIR DUS,DUS,Produk jadi,206,OGB & PH,596973.00
IN6274-BRG0004,IN6274,2022-02-01,CUST55423,BRG0004,8.0,8700.70,APOTEK SAHABAT,CAB07,Padang,Apotek,TRAMADOL KAPSUL 50 MG,KAPSUL,Produk jadi,201,VNS,69605.60
IN6314-BRG0002,IN6314,2022-01-28,CUST55527,BRG0002,45.0,3991.90,APOTEK SINAR JAYA,CAB06,Bekasi,Apotek,ALERGINE TABLET SALUT,DUS,Produk jadi,203,ETIKAL,179635.50
IN6158-BRG0010,IN6158,2022-05-01,CUST55699,BRG0010,13.6678321678322,6940.30,KLINIK SAHABAT,CAB05,Tangerang,Klinik,PARACETAMOL,BOTOL,Produk jadi,208,SLCYL,94858.86
IN6245-BRG0008,IN6245,2022-01-30,CUST55397,BRG0008,34.0,3991.90,KLINIK GM,CAB03,Jakarta,Klinik,TETRACYCLINE KAPSUL 250 MG,KAPSUL,Produk jadi,204,MARCKS,135724.60
IN6159-BRG0010,IN6159,2022-06-13,CUST55689,BRG0010,67.0,6940.30,KLINIK GM,CAB03,Jakarta,Klinik,PARACETAMOL,BOTOL,Produk jadi,208,SLCYL,465000.10
IN6273-BRG0005,IN6273,2022-05-03,CUST55634,BRG0005,79.0,5648.30,KLINIK DR. ANDRI,CAB08,Lampung,Klinik,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,TABLET,Produk jadi,203,SLCYL,446215.70
IN6076-BRG0005,IN6076,2022-03-24,CUST55594,BRG0005,12.493006993007,5648.30,KLINIK SAHABAT,CAB05,Tangerang,Klinik,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,TABLET,Produk jadi,203,SLCYL,70564.25
IN6152-BRG0003,IN6152,2022-01-31,CUST55512,BRG0003,10.0,10690.60,APOTEK SINAR JAYA,CAB06,Bekasi,Apotek,AMPICILLIN,BOTOL,Produk jadi,210,MARCKS,106906.00
IN6126-BRG0005,IN6126,2022-04-23,CUST55624,BRG0005,45.0,5648.30,KLINIK SAHABAT,CAB05,Tangerang,Klinik,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,TABLET,Produk jadi,203,SLCYL,254173.50
IN6142-BRG0005,IN6142,2022-05-01,CUST55724,BRG0005,45.0,5648.30,KLINIK DR. ANDRI,CAB08,Lampung,Klinik,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,TABLET,Produk jadi,203,SLCYL,254173.50
IN6077-BRG0002,IN6077,2022-05-16,CUST55647,BRG0002,12.0,3991.90,APOTEK SINAR JAYA,CAB06,Bekasi,Apotek,ALERGINE TABLET SALUT,DUS,Produk jadi,203,ETIKAL,47902.80
IN6069-BRG0002,IN6069,2022-03-01,CUST55571,BRG0002,4.0,2337.50,KLINIK SAHABAT,CAB05,Tangerang,Klinik,ALERGINE TABLET SALUT,DUS,Produk jadi,203,ETIKAL,9350.00
IN6232-BRG0010,IN6232,2022-04-08,CUST55609,BRG0010,10.0,6940.30,KLINIK SAHABAT,CAB05,Tangerang,Klinik,PARACETAMOL,BOTOL,Produk jadi,208,SLCYL,69403.00
IN6224-BRG0004,IN6224,2022-02-17,CUST55559,BRG0004,21.8916083916084,6940.30,KLINIK DR. ANDRI,CAB08,Lampung,Klinik,TRAMADOL KAPSUL 50 MG,KAPSUL,Produk jadi,201,VNS,151934.33
IN6272-BRG0001,IN6272,2022-05-19,CUST55650,BRG0001,98.0,1169.91,APOTEK TAPAK,CAB01,Aceh,Apotek,ACYCLOVIR DUS,DUS,Produk jadi,206,OGB & PH,114651.18
IN6304-BRG0009,IN6304,2022-04-30,CUST55728,BRG0009,44.0,5780.70,APOTEK MERDEKA,CAB04,Bandung,Apotek,AMBROXOL HC,BOTOL,Produk jadi,207,VNS,254350.80
IN5981-BRG0004,IN5981,2022-01-28,CUST55443,BRG0004,76.0,8700.70,APOTEK MERDEKA,CAB04,Bandung,Apotek,TRAMADOL KAPSUL 50 MG,KAPSUL,Produk jadi,201,VNS,661253.20
IN6144-BRG0004,IN6144,2022-01-22,CUST55383,BRG0004,13.0,8700.70,APOTEK MERDEKA,CAB04,Bandung,Apotek,TRAMADOL KAPSUL 50 MG,KAPSUL,Produk jadi,201,VNS,113109.10
IN6153-BRG0008,IN6153,2022-03-27,CUST55597,BRG0008,17.7797202797203,3991.90,APOTEK TAPAK,CAB01,Aceh,Apotek,TETRACYCLINE KAPSUL 250 MG,KAPSUL,Produk jadi,204,MARCKS,70974.87
IN6094-BRG0001,IN6094,2022-05-02,CUST55710,BRG0001,67.0,1169.91,APOTEK TAPAK,CAB01,Aceh,Apotek,ACYCLOVIR DUS,DUS,Produk jadi,206,OGB & PH,78383.97
IN6119-BRG0010,IN6119,2022-01-28,CUST55449,BRG0010,13.6678321678322,6940.30,KLINIK GM,CAB03,Jakarta,Klinik,PARACETAMOL,BOTOL,Produk jadi,208,SLCYL,94858.86
IN6209-BRG0001,IN6209,2022-03-16,CUST55586,BRG0001,11.3181818181818,4592.10,KLINIK SAHABAT,CAB05,Tangerang,Klinik,ACYCLOVIR DUS,DUS,Produk jadi,206,OGB & PH,51974.22
IN6322-BRG0009,IN6322,2022-01-31,CUST55488,BRG0009,17.0,5780.70,APOTEK MERDEKA,CAB04,Bandung,Apotek,AMBROXOL HC,BOTOL,Produk jadi,207,VNS,98271.90
IN6199-BRG0010,IN6199,2022-01-28,CUST55509,BRG0010,25.0,6940.30,KLINIK GM,CAB03,Jakarta,Klinik,PARACETAMOL,BOTOL,Produk jadi,208,SLCYL,173507.50
IN6319-BRG0004,IN6319,2022-02-11,CUST55553,BRG0004,98.0,8700.70,APOTEK MAJA,CAB02,Kuningan,Apotek,TRAMADOL KAPSUL 50 MG,KAPSUL,Produk jadi,201,VNS,852668.60
IN6087-BRG0001,IN6087,2022-02-18,CUST55560,BRG0001,12.493006993007,1169.91,APOTEK TAPAK,CAB01,Aceh,Apotek,ACYCLOVIR DUS,DUS,Produk jadi,206,OGB & PH,14615.69
IN6072-BRG0008,IN6072,2022-02-01,CUST55477,BRG0008,1.0,3991.90,APOTEK TAPAK,CAB01,Aceh,Apotek,TETRACYCLINE KAPSUL 250 MG,KAPSUL,Produk jadi,204,MARCKS,3991.90
IN6086-BRG0003,IN6086,2022-01-23,CUST55408,BRG0003,13.6678321678322,5780.70,APOTEK SAHABAT,CAB07,Padang,Apotek,AMPICILLIN,BOTOL,Produk jadi,210,MARCKS,79009.64
IN6313-BRG0001,IN6313,2022-04-20,CUST55660,BRG0001,24.2412587412587,1169.91,APOTEK MERDEKA,CAB04,Bandung,Apotek,ACYCLOVIR DUS,DUS,Produk jadi,206,OGB & PH,28360.09
IN6250-BRG0002,IN6250,2022-03-17,CUST55587,BRG0002,11.9055944055944,3991.90,APOTEK SINAR JAYA,CAB06,Bekasi,Apotek,ALERGINE TABLET SALUT,DUS,Produk jadi,203,ETIKAL,47525.94
IN6235-BRG0002,IN6235,2022-01-30,CUST55451,BRG0002,10.0,2337.50,KLINIK SAHABAT,CAB05,Tangerang,Klinik,ALERGINE TABLET SALUT,DUS,Produk jadi,203,ETIKAL,23375.00
IN6311-BRG0007,IN6311,2022-01-23,CUST55426,BRG0007,7.0,4592.10,APOTEK MAJA,CAB02,Kuningan,Apotek,ERGOTAMINE COFFEINE,BOTOL,Produk jadi,206,ETIKAL,32144.70
IN6182-BRG0008,IN6182,2022-03-07,CUST55577,BRG0008,13.0,3991.90,KLINIK GM,CAB03,Jakarta,Klinik,TETRACYCLINE KAPSUL 250 MG,KAPSUL,Produk jadi,204,MARCKS,51894.70
IN5992-BRG0002,IN5992,2022-06-16,CUST55707,BRG0002,23.0,3991.90,APOTEK SINAR JAYA,CAB06,Bekasi,Apotek,ALERGINE TABLET SALUT,DUS,Produk jadi,203,ETIKAL,91813.70
IN6212-BRG0002,IN6212,2022-06-05,CUST55681,BRG0002,2.0,2337.50,APOTEK MAJA,CAB02,Kuningan,Apotek,ALERGINE TABLET SALUT,DUS,Produk jadi,203,ETIKAL,4675.00
IN6309-BRG0008,IN6309,2022-04-26,CUST55627,BRG0008,45.0,3991.90,APOTEK TAPAK,CAB01,Aceh,Apotek,TETRACYCLINE KAPSUL 250 MG,KAPSUL,Produk jadi,204,MARCKS,179635.50
IN6229-BRG0006,IN6229,2022-03-05,CUST55575,BRG0006,5.0,2819.20,APOTEK TAPAK,CAB01,Aceh,Apotek,KETOCONAZOLE TABLET 200 MG,TABLET,Produk jadi,205,OGB & PH,14096.00
IN6243-BRG0006,IN6243,2022-02-01,CUST55525,BRG0006,67.0,2819.20,APOTEK MERDEKA,CAB04,Bandung,Apotek,KETOCONAZOLE TABLET 200 MG,TABLET,Produk jadi,205,OGB & PH,188886.40
IN6058-BRG0003,IN6058,2022-01-27,CUST55532,BRG0003,34.0,10690.60,KLINIK GM,CAB03,Jakarta,Klinik,AMPICILLIN,BOTOL,Produk jadi,210,MARCKS,363480.40
IN6236-BRG0005,IN6236,2022-06-08,CUST55684,BRG0005,11.9055944055944,5648.30,KLINIK SAHABAT,CAB05,Tangerang,Klinik,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,TABLET,Produk jadi,203,SLCYL,67246.37
IN5978-BRG0001,IN5978,2022-05-25,CUST55670,BRG0001,9.0,1169.91,APOTEK SINAR JAYA,CAB06,Bekasi,Apotek,ACYCLOVIR DUS,DUS,Produk jadi,206,OGB & PH,10529.19
IN6121-BRG0007,IN6121,2022-05-21,CUST55666,BRG0007,98.0,4592.10,APOTEK MAJA,CAB02,Kuningan,Apotek,ERGOTAMINE COFFEINE,BOTOL,Produk jadi,206,ETIKAL,450025.80
IN6170-BRG0006,IN6170,2022-01-30,CUST55505,BRG0006,13.6678321678322,2819.20,APOTEK SINAR JAYA,CAB06,Bekasi,Apotek,KETOCONAZOLE TABLET 200 MG,TABLET,Produk jadi,205,OGB & PH,38532.35
IN6316-BRG0003,IN6316,2022-04-19,CUST55662,BRG0003,120.0,10690.60,APOTEK SINAR JAYA,CAB06,Bekasi,Apotek,AMPICILLIN,BOTOL,Produk jadi,210,MARCKS,1282872.00
IN6239-BRG0003,IN6239,2022-03-02,CUST55572,BRG0003,8.0,10690.60,APOTEK SINAR JAYA,CAB06,Bekasi,Apotek,AMPICILLIN,BOTOL,Produk jadi,210,MARCKS,85524.80
IN6074-BRG0003,IN6074,2022-01-27,CUST55472,BRG0003,98.0,10690.60,KLINIK GM,CAB03,Jakarta,Klinik,AMPICILLIN,BOTOL,Produk jadi,210,MARCKS,1047678.80
IN6318-BRG0003,IN6318,2022-01-23,CUST55462,BRG0003,21.8916083916084,10690.60,APOTEK TAPAK,CAB01,Aceh,Apotek,AMPICILLIN,BOTOL,Produk jadi,210,MARCKS,234034.43
IN6059-BRG0004,IN6059,2022-06-07,CUST55683,BRG0004,11.3181818181818,8700.70,APOTEK MERDEKA,CAB04,Bandung,Apotek,TRAMADOL KAPSUL 50 MG,KAPSUL,Produk jadi,201,VNS,98476.10
IN6263-BRG0003,IN6263,2022-01-31,CUST55452,BRG0003,130.0,10690.60,APOTEK SINAR JAYA,CAB06,Bekasi,Apotek,AMPICILLIN,BOTOL,Produk jadi,210,MARCKS,1389778.00
IN6098-BRG0010,IN6098,2022-03-29,CUST55599,BRG0010,18.9545454545454,6940.30,KLINIK GM,CAB03,Jakarta,Klinik,PARACETAMOL,BOTOL,Produk jadi,208,SLCYL,131550.23
IN6050-BRG0005,IN6050,2022-01-31,CUST55434,BRG0005,34.0,5648.30,KLINIK GM,CAB03,Jakarta,Klinik,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,TABLET,Produk jadi,203,SLCYL,192042.20
IN6049-BRG0010,IN6049,2022-01-28,CUST55479,BRG0010,9.0,6940.30,KLINIK GM,CAB03,Jakarta,Klinik,PARACETAMOL,BOTOL,Produk jadi,208,SLCYL,62462.70
IN6276-BRG0002,IN6276,2022-01-30,CUST55481,BRG0002,1.0,2337.50,KLINIK SAHABAT,CAB05,Tangerang,Klinik,ALERGINE TABLET SALUT,DUS,Produk jadi,203,ETIKAL,2337.50
IN6164-BRG0009,IN6164,2022-03-08,CUST55578,BRG0009,1.0,5780.70,APOTEK MERDEKA,CAB04,Bandung,Apotek,AMBROXOL HC,BOTOL,Produk jadi,207,VNS,5780.70
IN6287-BRG0002,IN6287,2022-01-30,CUST55391,BRG0002,17.0,2337.50,KLINIK SAHABAT,CAB05,Tangerang,Klinik,ALERGINE TABLET SALUT,DUS,Produk jadi,203,ETIKAL,39737.50
IN5998-BRG0001,IN5998,2022-04-09,CUST55610,BRG0001,23.0,1169.91,APOTEK SINAR JAYA,CAB06,Bekasi,Apotek,ACYCLOVIR DUS,DUS,Produk jadi,206,OGB & PH,26907.93
IN6091-BRG0008,IN6091,2022-06-11,CUST55687,BRG0008,13.6678321678322,3991.90,APOTEK TAPAK,CAB01,Aceh,Apotek,TETRACYCLINE KAPSUL 250 MG,KAPSUL,Produk jadi,204,MARCKS,54560.62
IN6278-BRG0004,IN6278,2022-01-30,CUST55499,BRG0004,13.6678321678322,6940.30,KLINIK DR. ANDRI,CAB08,Lampung,Klinik,TRAMADOL KAPSUL 50 MG,KAPSUL,Produk jadi,201,VNS,94858.86
IN6136-BRG0001,IN6136,2022-01-27,CUST55526,BRG0001,78.0,4592.10,KLINIK SAHABAT,CAB05,Tangerang,Klinik,ACYCLOVIR DUS,DUS,Produk jadi,206,OGB & PH,358183.80
IN6223-BRG0004,IN6223,2022-05-02,CUST55633,BRG0004,6.0,8700.70,APOTEK SAHABAT,CAB07,Padang,Apotek,TRAMADOL KAPSUL 50 MG,KAPSUL,Produk jadi,201,VNS,52204.20
IN5995-BRG0008,IN5995,2022-04-06,CUST55607,BRG0008,13.6678321678322,3991.90,KLINIK GM,CAB03,Jakarta,Klinik,TETRACYCLINE KAPSUL 250 MG,KAPSUL,Produk jadi,204,MARCKS,54560.62
IN6323-BRG0004,IN6323,2022-01-30,CUST55439,BRG0004,6.0,6940.30,KLINIK DR. ANDRI,CAB08,Lampung,Klinik,TRAMADOL KAPSUL 50 MG,KAPSUL,Produk jadi,201,VNS,41641.80
IN6109-BRG0003,IN6109,2022-06-16,CUST55702,BRG0003,12.493006993007,10690.60,APOTEK TAPAK,CAB01,Aceh,Apotek,AMPICILLIN,BOTOL,Produk jadi,210,MARCKS,133557.74
IN6019-BRG0004,IN6019,2022-04-20,CUST55663,BRG0004,12.0,8700.70,APOTEK SAHABAT,CAB07,Padang,Apotek,TRAMADOL KAPSUL 50 MG,KAPSUL,Produk jadi,201,VNS,104408.40
IN6306-BRG0001,IN6306,2022-01-27,CUST55430,BRG0001,45.0,1169.91,APOTEK SINAR JAYA,CAB06,Bekasi,Apotek,ACYCLOVIR DUS,DUS,Produk jadi,206,OGB & PH,52645.95
IN6149-BRG0001,IN6149,2022-03-20,CUST55590,BRG0001,13.6678321678322,1169.91,APOTEK TAPAK,CAB01,Aceh,Apotek,ACYCLOVIR DUS,DUS,Produk jadi,206,OGB & PH,15990.13
IN6108-BRG0004,IN6108,2022-01-30,CUST55409,BRG0004,21.3041958041958,6940.30,KLINIK DR. ANDRI,CAB08,Lampung,Klinik,TRAMADOL KAPSUL 50 MG,KAPSUL,Produk jadi,201,VNS,147857.51
IN6147-BRG0006,IN6147,2022-02-13,CUST55555,BRG0006,4.0,2819.20,APOTEK MERDEKA,CAB04,Bandung,Apotek,KETOCONAZOLE TABLET 200 MG,TABLET,Produk jadi,205,OGB & PH,11276.80
IN6099-BRG0008,IN6099,2022-01-30,CUST55457,BRG0008,5.0,3991.90,KLINIK GM,CAB03,Jakarta,Klinik,TETRACYCLINE KAPSUL 250 MG,KAPSUL,Produk jadi,204,MARCKS,19959.50
IN6006-BRG0005,IN6006,2022-02-12,CUST55554,BRG0005,5.0,5648.30,KLINIK GM,CAB03,Jakarta,Klinik,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,TABLET,Produk jadi,203,SLCYL,28241.50
IN6063-BRG0008,IN6063,2022-02-01,CUST55417,BRG0008,12.0,3991.90,APOTEK TAPAK,CAB01,Aceh,Apotek,TETRACYCLINE KAPSUL 250 MG,KAPSUL,Produk jadi,204,MARCKS,47902.80
IN6317-BRG0003,IN6317,2022-01-23,CUST55522,BRG0003,10.0,10690.60,APOTEK TAPAK,CAB01,Aceh,Apotek,AMPICILLIN,BOTOL,Produk jadi,210,MARCKS,106906.00
IN6168-BRG0005,IN6168,2022-05-13,CUST55644,BRG0005,24.2412587412587,5648.30,KLINIK GM,CAB03,Jakarta,Klinik,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,TABLET,Produk jadi,203,SLCYL,136921.90
IN6265-BRG0009,IN6265,2022-04-30,CUST55698,BRG0009,25.0,5780.70,APOTEK MERDEKA,CAB04,Bandung,Apotek,AMBROXOL HC,BOTOL,Produk jadi,207,VNS,144517.50
IN6033-BRG0009,IN6033,2022-06-12,CUST55688,BRG0009,34.0,5780.70,APOTEK MAJA,CAB02,Kuningan,Apotek,AMBROXOL HC,BOTOL,Produk jadi,207,VNS,196543.80
IN6117-BRG0008,IN6117,2022-05-22,CUST55667,BRG0008,5.0,3991.90,KLINIK GM,CAB03,Jakarta,Klinik,TETRACYCLINE KAPSUL 250 MG,KAPSUL,Produk jadi,204,MARCKS,19959.50
IN5989-BRG0010,IN5989,2022-05-01,CUST55719,BRG0010,67.0,6940.30,KLINIK GM,CAB03,Jakarta,Klinik,PARACETAMOL,BOTOL,Produk jadi,208,SLCYL,465000.10
IN5979-BRG0009,IN5979,2022-03-28,CUST55598,BRG0009,18.3671328671329,5780.70,APOTEK MAJA,CAB02,Kuningan,Apotek,AMBROXOL HC,BOTOL,Produk jadi,207,VNS,106174.88
IN6137-BRG0004,IN6137,2022-03-03,CUST55573,BRG0004,9.0,8700.70,APOTEK SAHABAT,CAB07,Padang,Apotek,TRAMADOL KAPSUL 50 MG,KAPSUL,Produk jadi,201,VNS,78306.30
IN6324-BRG0007,IN6324,2022-06-10,CUST55686,BRG0007,25.0,4592.10,APOTEK SAHABAT,CAB07,Padang,Apotek,ERGOTAMINE COFFEINE,BOTOL,Produk jadi,206,ETIKAL,114802.50
IN6298-BRG0003,IN6298,2022-05-21,CUST55652,BRG0003,4.0,10690.60,KLINIK GM,CAB03,Jakarta,Klinik,AMPICILLIN,BOTOL,Produk jadi,210,MARCKS,42762.40
IN6052-BRG0006,IN6052,2022-01-23,CUST55385,BRG0006,5.0,2819.20,APOTEK SINAR JAYA,CAB06,Bekasi,Apotek,KETOCONAZOLE TABLET 200 MG,TABLET,Produk jadi,205,OGB & PH,14096.00
IN6283-BRG0005,IN6283,2022-05-19,CUST55664,BRG0005,10.0,5648.30,KLINIK DR. ANDRI,CAB08,Lampung,Klinik,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,TABLET,Produk jadi,203,SLCYL,56483.00
IN6105-BRG0001,IN6105,2022-05-02,CUST55700,BRG0001,21.3041958041958,1169.91,APOTEK SINAR JAYA,CAB06,Bekasi,Apotek,ACYCLOVIR DUS,DUS,Produk jadi,206,OGB & PH,24923.99
IN6035-BRG0007,IN6035,2022-04-25,CUST55626,BRG0007,20.0,4592.10,APOTEK SAHABAT,CAB07,Padang,Apotek,ERGOTAMINE COFFEINE,BOTOL,Produk jadi,206,ETIKAL,91842.00
IN6186-BRG0001,IN6186,2022-01-31,CUST55500,BRG0001,17.7797202797203,1169.91,APOTEK TAPAK,CAB01,Aceh,Apotek,ACYCLOVIR DUS,DUS,Produk jadi,206,OGB & PH,20800.67
